,sum,combo
350,1517.0,"['降水量', '日照時間', '降雪量', '平均風速']"
574,1518.0,"['最高気温', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
58,1518.0,"['平均気温', '最高気温', '降雪量']"
772,1520.0,"['最高気温', '最低気温', '降水量', '日照時間', '平均湿度', '平均現地気圧']"
352,1520.0,"['降水量', '日照時間', '降雪量', '平均湿度']"
424,1520.0,"['平均気温', '最高気温', '日照時間', '降雪量', '平均現地気圧']"
396,1522.0,"['平均気温', '最高気温', '最低気温', '降雪量', '平均風速']"
227,1523.0,"['平均気温', '降水量', '日照時間', '平均湿度']"
166,1523.0,"['降雪量', '平均風速', '平均湿度']"
769,1524.0,"['最高気温', '最低気温', '降水量', '日照時間', '平均風速', '平均現地気圧']"
624,1525.0,"['降水量', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
300,1526.0,"['最高気温', '日照時間', '平均風速', '平均湿度']"
280,1529.0,"['最高気温', '降水量', '日照時間', '降雪量']"
187,1531.0,"['平均気温', '最高気温', '降水量', '平均現地気圧']"
63,1532.0,"['平均気温', '最低気温', '降水量']"
763,1534.0,"['最高気温', '最低気温', '降水量', '日照時間', '降雪量', '平均風速']"
504,1535.0,"['平均気温', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
326,1537.0,"['最低気温', '降水量', '平均風速', '平均現地気圧']"
618,1537.0,"['降水量', '日照時間', '降雪量', '平均風速', '平均現地気圧']"
224,1540.0,"['平均気温', '降水量', '日照時間', '降雪量']"
83,1540.0,"['平均気温', '降雪量', '平均湿度']"
590,1545.0,"['最低気温', '降水量', '日照時間', '平均湿度', '平均現地気圧']"
199,1546.0,"['平均気温', '最高気温', '平均風速', '平均現地気圧']"
479,1548.0,"['平均気温', '降水量', '日照時間', '降雪量', '平均現地気圧']"
188,1549.0,"['平均気温', '最高気温', '日照時間', '降雪量']"
111,1549.0,"['最高気温', '降雪量', '平均湿度']"
1014,1551.0,"['平均気温', '最高気温', '最低気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
291,1551.0,"['最高気温', '降水量', '平均風速', '平均現地気圧']"
387,1551.0,"['平均気温', '最高気温', '最低気温', '降水量', '平均風速']"
132,1552.0,"['最低気温', '降雪量', '平均湿度']"
784,1552.0,"['最高気温', '最低気温', '日照時間', '降雪量', '平均風速', '平均湿度']"
514,1555.0,"['最高気温', '最低気温', '降水量', '日照時間', '平均湿度']"
498,1557.0,"['平均気温', '日照時間', '降雪量', '平均風速', '平均現地気圧']"
202,1557.0,"['平均気温', '最高気温', '平均湿度', '平均現地気圧']"
568,1559.0,"['最高気温', '日照時間', '降雪量', '平均風速', '平均現地気圧']"
329,1559.0,"['最低気温', '降水量', '平均湿度', '平均現地気圧']"
65,1559.0,"['平均気温', '最低気温', '降雪量']"
330,1561.0,"['最低気温', '日照時間', '降雪量', '平均風速']"
549,1562.0,"['最高気温', '降水量', '日照時間', '降雪量', '平均現地気圧']"
189,1563.0,"['平均気温', '最高気温', '日照時間', '平均風速']"
235,1565.0,"['平均気温', '降水量', '平均風速', '平均現地気圧']"
56,1569.0,"['平均気温', '最高気温', '降水量']"
368,1569.0,"['降水量', '平均風速', '平均湿度', '平均現地気圧']"
264,1573.0,"['最高気温', '最低気温', '降水量', '平均現地気圧']"
609,1574.0,"['最低気温', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
862,1576.0,"['平均気温', '最高気温', '最低気温', '降水量', '降雪量', '平均湿度', '平均現地気圧']"
663,1576.0,"['平均気温', '最高気温', '最低気温', '降雪量', '平均風速', '平均湿度']"
191,1577.0,"['平均気温', '最高気温', '日照時間', '平均湿度']"
244,1580.0,"['平均気温', '日照時間', '平均風速', '平均湿度']"
294,1582.0,"['最高気温', '降水量', '平均湿度', '平均現地気圧']"
879,1582.0,"['平均気温', '最高気温', '最低気温', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
81,1584.0,"['平均気温', '降雪量', '平均風速']"
471,1586.0,"['平均気温', '最低気温', '降雪量', '平均湿度', '平均現地気圧']"
279,1586.0,"['最高気温', '最低気温', '平均湿度', '平均現地気圧']"
371,1588.0,"['日照時間', '降雪量', '平均風速', '平均湿度']"
74,1589.0,"['平均気温', '降水量', '平均湿度']"
72,1591.0,"['平均気温', '降水量', '平均風速']"
389,1591.0,"['平均気温', '最高気温', '最低気温', '降水量', '平均湿度']"
238,1592.0,"['平均気温', '降水量', '平均湿度', '平均現地気圧']"
315,1594.0,"['最低気温', '降水量', '日照時間', '降雪量']"
859,1595.0,"['平均気温', '最高気温', '最低気温', '降水量', '降雪量', '平均風速', '平均現地気圧']"
93,1595.0,"['最高気温', '最低気温', '降雪量']"
130,1597.0,"['最低気温', '降雪量', '平均風速']"
348,1598.0,"['最低気温', '平均風速', '平均湿度', '平均現地気圧']"
332,1606.0,"['最低気温', '日照時間', '降雪量', '平均湿度']"
276,1609.0,"['最高気温', '最低気温', '平均風速', '平均現地気圧']"
102,1611.0,"['最高気温', '降水量', '平均湿度']"
109,1613.0,"['最高気温', '降雪量', '平均風速']"
313,1613.0,"['最高気温', '平均風速', '平均湿度', '平均現地気圧']"
933,1614.0,"['最高気温', '最低気温', '降水量', '日照時間', '降雪量', '平均風速', '平均現地気圧']"
948,1617.0,"['最高気温', '最低気温', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
59,1619.0,"['平均気温', '最高気温', '平均風速']"
257,1620.0,"['平均気温', '平均風速', '平均湿度', '平均現地気圧']"
449,1623.0,"['平均気温', '最低気温', '降水量', '降雪量', '平均現地気圧']"
936,1623.0,"['最高気温', '最低気温', '降水量', '日照時間', '降雪量', '平均湿度', '平均現地気圧']"
100,1624.0,"['最高気温', '降水量', '平均風速']"
91,1626.0,"['最高気温', '最低気温', '降水量']"
427,1631.0,"['平均気温', '最高気温', '日照時間', '平均風速', '平均現地気圧']"
123,1632.0,"['最低気温', '降水量', '平均湿度']"
61,1635.0,"['平均気温', '最高気温', '平均湿度']"
121,1638.0,"['最低気温', '降水量', '平均風速']"
281,1639.0,"['最高気温', '降水量', '日照時間', '平均風速']"
150,1644.0,"['降水量', '平均風速', '平均湿度']"
587,1654.0,"['最低気温', '降水量', '日照時間', '平均風速', '平均現地気圧']"
86,1657.0,"['平均気温', '平均風速', '平均湿度']"
865,1658.0,"['平均気温', '最高気温', '最低気温', '降水量', '平均風速', '平均湿度', '平均現地気圧']"
410,1658.0,"['平均気温', '最高気温', '降水量', '日照時間', '平均現地気圧']"
225,1659.0,"['平均気温', '降水量', '日照時間', '平均風速']"
548,1661.0,"['最高気温', '降水量', '日照時間', '降雪量', '平均湿度']"
318,1662.0,"['最低気温', '降水量', '日照時間', '平均湿度']"
642,1667.0,"['平均気温', '最高気温', '最低気温', '降水量', '降雪量', '平均風速']"
114,1668.0,"['最高気温', '平均風速', '平均湿度']"
803,1669.0,"['最高気温', '降水量', '日照時間', '降雪量', '平均湿度', '平均現地気圧']"
216,1669.0,"['平均気温', '最低気温', '降雪量', '平均湿度']"
66,1671.0,"['平均気温', '最低気温', '平均風速']"
768,1674.0,"['最高気温', '最低気温', '降水量', '日照時間', '平均風速', '平均湿度']"
204,1676.0,"['平均気温', '最低気温', '降水量', '降雪量']"
135,1677.0,"['最低気温', '平均風速', '平均湿度']"
644,1679.0,"['平均気温', '最高気温', '最低気温', '降水量', '降雪量', '平均湿度']"
765,1681.0,"['最高気温', '最低気温', '降水量', '日照時間', '降雪量', '平均湿度']"
96,1682.0,"['最高気温', '最低気温', '平均湿度']"
747,1683.0,"['平均気温', '降水量', '日照時間', '降雪量', '平均湿度', '平均現地気圧']"
335,1687.0,"['最低気温', '日照時間', '平均風速', '平均湿度']"
842,1690.0,"['降水量', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
182,1691.0,"['平均気温', '最高気温', '降水量', '日照時間']"
939,1693.0,"['最高気温', '最低気温', '降水量', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
552,1696.0,"['最高気温', '降水量', '日照時間', '平均風速', '平均現地気圧']"
824,1697.0,"['最低気温', '降水量', '日照時間', '降雪量', '平均湿度', '平均現地気圧']"
979,1698.0,"['平均気温', '最高気温', '最低気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
482,1698.0,"['平均気温', '降水量', '日照時間', '平均風速', '平均現地気圧']"
219,1699.0,"['平均気温', '最低気温', '平均風速', '平均湿度']"
455,1703.0,"['平均気温', '最低気温', '降水量', '平均湿度', '平均現地気圧']"
697,1703.0,"['平均気温', '最高気温', '日照時間', '降雪量', '平均湿度', '平均現地気圧']"
183,1705.0,"['平均気温', '最高気温', '降水量', '降雪量']"
478,1706.0,"['平均気温', '降水量', '日照時間', '降雪量', '平均湿度']"
316,1708.0,"['最低気温', '降水量', '日照時間', '平均風速']"
593,1709.0,"['最低気温', '降水量', '降雪量', '平均風速', '平均現地気圧']"
355,1711.0,"['降水量', '日照時間', '平均風速', '平均湿度']"
815,1713.0,"['最高気温', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
414,1713.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均現地気圧']"
94,1715.0,"['最高気温', '最低気温', '平均風速']"
759,1717.0,"['平均気温', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
836,1720.0,"['最低気温', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
596,1721.0,"['最低気温', '降水量', '降雪量', '平均湿度', '平均現地気圧']"
647,1723.0,"['平均気温', '最高気温', '最低気温', '降水量', '平均風速', '平均湿度']"
558,1727.0,"['最高気温', '降水量', '降雪量', '平均風速', '平均現地気圧']"
474,1729.0,"['平均気温', '最低気温', '平均風速', '平均湿度', '平均現地気圧']"
231,1730.0,"['平均気温', '降水量', '降雪量', '平均湿度']"
421,1735.0,"['平均気温', '最高気温', '日照時間', '降雪量', '平均風速']"
361,1739.0,"['降水量', '降雪量', '平均風速', '平均湿度']"
488,1739.0,"['平均気温', '降水量', '降雪量', '平均風速', '平均現地気圧']"
229,1742.0,"['平均気温', '降水量', '降雪量', '平均風速']"
519,1742.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均現地気圧']"
932,1743.0,"['最高気温', '最低気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度']"
561,1744.0,"['最高気温', '降水量', '降雪量', '平均湿度', '平均現地気圧']"
287,1746.0,"['最高気温', '降水量', '降雪量', '平均湿度']"
681,1747.0,"['平均気温', '最高気温', '降水量', '日照時間', '平均湿度', '平均現地気圧']"
468,1747.0,"['平均気温', '最低気温', '降雪量', '平均風速', '平均現地気圧']"
1005,1751.0,"['最高気温', '最低気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
207,1752.0,"['平均気温', '最低気温', '降水量', '平均湿度']"
567,1752.0,"['最高気温', '日照時間', '降雪量', '平均風速', '平均湿度']"
491,1755.0,"['平均気温', '降水量', '降雪量', '平均湿度', '平均現地気圧']"
628,1757.0,"['降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
322,1759.0,"['最低気温', '降水量', '降雪量', '平均湿度']"
541,1761.0,"['最高気温', '最低気温', '降雪量', '平均湿度', '平均現地気圧']"
806,1762.0,"['最高気温', '降水量', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
433,1764.0,"['平均気温', '最高気温', '降雪量', '平均風速', '平均現地気圧']"
260,1768.0,"['最高気温', '最低気温', '降水量', '降雪量']"
858,1770.0,"['平均気温', '最高気温', '最低気温', '降水量', '降雪量', '平均風速', '平均湿度']"
285,1770.0,"['最高気温', '降水量', '降雪量', '平均風速']"
694,1770.0,"['平均気温', '最高気温', '日照時間', '降雪量', '平均風速', '平均現地気圧']"
436,1773.0,"['平均気温', '最高気温', '降雪量', '平均湿度', '平均現地気圧']"
821,1775.0,"['最低気温', '降水量', '日照時間', '降雪量', '平均風速', '平均現地気圧']"
613,1776.0,"['最低気温', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
546,1778.0,"['最高気温', '降水量', '日照時間', '降雪量', '平均風速']"
320,1779.0,"['最低気温', '降水量', '降雪量', '平均風速']"
750,1780.0,"['平均気温', '降水量', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
452,1781.0,"['平均気温', '最低気温', '降水量', '平均風速', '平均現地気圧']"
497,1785.0,"['平均気温', '日照時間', '降雪量', '平均風速', '平均湿度']"
423,1789.0,"['平均気温', '最高気温', '日照時間', '降雪量', '平均湿度']"
578,1791.0,"['最高気温', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
476,1796.0,"['平均気温', '降水量', '日照時間', '降雪量', '平均風速']"
675,1797.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均現地気圧']"
538,1800.0,"['最高気温', '最低気温', '降雪量', '平均風速', '平均現地気圧']"
700,1800.0,"['平均気温', '最高気温', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
508,1804.0,"['平均気温', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
583,1810.0,"['最低気温', '降水量', '日照時間', '降雪量', '平均湿度']"
250,1811.0,"['平均気温', '降雪量', '平均風速', '平均湿度']"
722,1811.0,"['平均気温', '最低気温', '降水量', '降雪量', '平均湿度', '平均現地気圧']"
551,1812.0,"['最高気温', '降水量', '日照時間', '平均風速', '平均湿度']"
193,1815.0,"['平均気温', '最高気温', '降雪量', '平均風速']"
409,1817.0,"['平均気温', '最高気温', '降水量', '日照時間', '平均湿度']"
195,1817.0,"['平均気温', '最高気温', '降雪量', '平均湿度']"
306,1819.0,"['最高気温', '降雪量', '平均風速', '平均湿度']"
406,1820.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量']"
426,1822.0,"['平均気温', '最高気温', '日照時間', '平均風速', '平均湿度']"
341,1822.0,"['最低気温', '降雪量', '平均風速', '平均湿度']"
827,1825.0,"['最低気温', '降水量', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
467,1825.0,"['平均気温', '最低気温', '降雪量', '平均風速', '平均湿度']"
617,1827.0,"['降水量', '日照時間', '降雪量', '平均風速', '平均湿度']"
205,1827.0,"['平均気温', '最低気温', '降水量', '平均風速']"
272,1829.0,"['最高気温', '最低気温', '降雪量', '平均湿度']"
581,1830.0,"['最低気温', '降水量', '日照時間', '降雪量', '平均風速']"
744,1831.0,"['平均気温', '降水量', '日照時間', '降雪量', '平均風速', '平均現地気圧']"
481,1832.0,"['平均気温', '降水量', '日照時間', '平均風速', '平均湿度']"
800,1835.0,"['最高気温', '降水量', '日照時間', '降雪量', '平均風速', '平均現地気圧']"
420,1840.0,"['平均気温', '最高気温', '降水量', '平均湿度', '平均現地気圧']"
214,1840.0,"['平均気温', '最低気温', '降雪量', '平均風速']"
184,1843.0,"['平均気温', '最高気温', '降水量', '平均風速']"
417,1845.0,"['平均気温', '最高気温', '降水量', '平均風速', '平均現地気圧']"
739,1846.0,"['平均気温', '最低気温', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
186,1847.0,"['平均気温', '最高気温', '降水量', '平均湿度']"
602,1850.0,"['最低気温', '日照時間', '降雪量', '平均風速', '平均湿度']"
439,1852.0,"['平均気温', '最高気温', '平均風速', '平均湿度', '平均現地気圧']"
522,1854.0,"['最高気温', '最低気温', '降水量', '平均風速', '平均現地気圧']"
234,1855.0,"['平均気温', '降水量', '平均風速', '平均湿度']"
599,1857.0,"['最低気温', '降水量', '平均風速', '平均湿度', '平均現地気圧']"
290,1859.0,"['最高気温', '降水量', '平均風速', '平均湿度']"
448,1861.0,"['平均気温', '最低気温', '降水量', '降雪量', '平均湿度']"
263,1861.0,"['最高気温', '最低気温', '降水量', '平均湿度']"
525,1863.0,"['最高気温', '最低気温', '降水量', '平均湿度', '平均現地気圧']"
270,1864.0,"['最高気温', '最低気温', '降雪量', '平均風速']"
407,1867.0,"['平均気温', '最高気温', '降水量', '日照時間', '平均風速']"
564,1869.0,"['最高気温', '降水量', '平均風速', '平均湿度', '平均現地気圧']"
198,1871.0,"['平均気温', '最高気温', '平均風速', '平均湿度']"
887,1872.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均湿度', '平均現地気圧']"
325,1876.0,"['最低気温', '降水量', '平均風速', '平均湿度']"
261,1878.0,"['最高気温', '最低気温', '降水量', '平均風速']"
494,1879.0,"['平均気温', '降水量', '平均風速', '平均湿度', '平均現地気圧']"
275,1880.0,"['最高気温', '最低気温', '平均風速', '平均湿度']"
719,1884.0,"['平均気温', '最低気温', '降水量', '降雪量', '平均風速', '平均現地気圧']"
954,1885.0,"['最高気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
544,1889.0,"['最高気温', '最低気温', '平均風速', '平均湿度', '平均現地気圧']"
926,1893.0,"['平均気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
678,1900.0,"['平均気温', '最高気温', '降水量', '日照時間', '平均風速', '平均現地気圧']"
961,1902.0,"['最低気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
799,1907.0,"['最高気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度']"
674,1912.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均湿度']"
899,1914.0,"['平均気温', '最高気温', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
586,1924.0,"['最低気温', '降水量', '日照時間', '平均風速', '平均湿度']"
446,1935.0,"['平均気温', '最低気温', '降水量', '降雪量', '平均風速']"
743,1936.0,"['平均気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度']"
451,1937.0,"['平均気温', '最低気温', '降水量', '平均風速', '平均湿度']"
672,1941.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均風速']"
693,1946.0,"['平均気温', '最高気温', '日照時間', '降雪量', '平均風速', '平均湿度']"
411,1948.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均風速']"
778,1949.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均湿度', '平均現地気圧']"
890,1949.0,"['平均気温', '最高気温', '降水量', '日照時間', '平均風速', '平均湿度', '平均現地気圧']"
413,1950.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均湿度']"
884,1952.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均風速', '平均現地気圧']"
487,1953.0,"['平均気温', '降水量', '降雪量', '平均風速', '平均湿度']"
684,1954.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均風速', '平均現地気圧']"
725,1956.0,"['平均気温', '最低気温', '降水量', '平均風速', '平均湿度', '平均現地気圧']"
518,1956.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均湿度']"
831,1959.0,"['最低気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
775,1961.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均風速', '平均現地気圧']"
557,1962.0,"['最高気温', '降水量', '降雪量', '平均風速', '平均湿度']"
687,1963.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均湿度', '平均現地気圧']"
592,1967.0,"['最低気温', '降水量', '降雪量', '平均風速', '平均湿度']"
810,1970.0,"['最高気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
754,1973.0,"['平均気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
516,1978.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均風速']"
704,1978.0,"['平均気温', '最高気温', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
537,1980.0,"['最高気温', '最低気温', '降雪量', '平均風速', '平均湿度']"
795,1980.0,"['最高気温', '最低気温', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
915,1989.0,"['平均気温', '最低気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
718,1990.0,"['平均気温', '最低気温', '降水量', '降雪量', '平均風速', '平均湿度']"
677,1992.0,"['平均気温', '最高気温', '降水量', '日照時間', '平均風速', '平均湿度']"
432,1992.0,"['平均気温', '最高気温', '降雪量', '平均風速', '平均湿度']"
820,1994.0,"['最低気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度']"
416,2000.0,"['平均気温', '最高気温', '降水量', '平均風速', '平均湿度']"
990,2001.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
690,2004.0,"['平均気温', '最高気温', '降水量', '平均風速', '平均湿度', '平均現地気圧']"
521,2005.0,"['最高気温', '最低気温', '降水量', '平均風速', '平均湿度']"
781,2014.0,"['最高気温', '最低気温', '降水量', '平均風速', '平均湿度', '平均現地気圧']"
883,2017.0,"['平均気温', '最高気温', '降水量', '日照時間', '降雪量', '平均風速', '平均湿度']"
894,2032.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
774,2034.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均風速', '平均湿度']"
683,2036.0,"['平均気温', '最高気温', '降水量', '降雪量', '平均風速', '平均湿度']"
943,2038.0,"['最高気温', '最低気温', '降水量', '降雪量', '平均風速', '平均湿度', '平均現地気圧']"
